TRANS_ID,LOCATION_ID,TRANS_DATE,CUST_ID
118,3506539564,2023-04-09:20:06:43,1
119,3506541314,2023-04-09:19:32:26,1
120,3506566671,2023-04-10:10:23:57,1
121,919390899,2023-04-09:22:16:51,1
122,3506537230,2023-04-10:05:06:24,1
123,3506539564,2023-04-13:00:57:53,1
124,3506541314,2023-04-14:15:53:02,1
125,3506566671,2023-04-10:21:00:12,1
126,919390899,2023-04-10:12:31:50,1
127,3506537230,2023-04-10:19:56:07,1
128,3506539564,2023-04-09:05:49:49,1
129,3506541314,2023-04-11:13:21:00,1
130,3506566671,2023-04-13:21:19:38,1
131,919390899,2023-04-22:07:22:47,1
132,3506537230,2023-04-17:20:10:01,1
133,3506539564,2023-04-18:06:34:00,1
134,3506541314,2023-04-19:03:20:29,1
135,3506566671,2023-04-16:05:04:38,1
136,919390899,2023-04-27:17:48:31,1
137,3506537230,2023-04-30:17:54:58,1
138,3506539564,2023-04-27:17:19:50,1
139,3506541314,2023-04-25:00:38:26,1
140,3506566671,2023-04-27:23:31:59,1
141,1481721331,2023-01-04:23:20:24,1
142,2683026884,2023-01-02:00:46:24,1
143,3245054372,2023-01-01:17:17:06,1
144,1481721331,2023-01-22:17:43:11,1
145,2683026884,2023-01-22:07:05:02,1
146,3245054372,2023-01-21:21:59:14,1
147,1481721331,2023-01-20:15:17:56,1
148,2683026884,2023-01-18:06:47:48,1
149,3245054372,2023-01-20:09:49:37,1
150,1481721331,2023-02-06:13:43:29,1
151,2683026884,2023-02-04:09:03:49,1
152,3245054372,2023-02-02:10:03:49,1
153,1481721331,2023-02-03:05:28:48,1
154,2683026884,2023-02-05:17:45:09,1
155,3245054372,2023-02-01:23:21:13,1
156,1481721331,2023-02-13:09:32:24,1
157,2683026884,2023-02-12:19:44:37,1
158,3245054372,2023-02-08:19:39:26,1
159,1481721331,2023-02-15:12:42:08,1
160,2683026884,2023-02-20:02:59:52,1
161,3245054372,2023-02-14:08:32:05,1
162,1481721331,2023-02-18:09:00:42,1
163,2683026884,2023-02-19:13:30:40,1
164,3245054372,2023-02-19:01:41:51,1
165,1481721331,2023-03-04:06:41:06,1
166,2683026884,2023-03-04:01:42:45,1
167,3245054372,2023-03-07:05:00:40,1
168,1481721331,2023-03-03:05:43:09,1
169,2683026884,2023-03-02:01:45:38,1
170,3245054372,2023-03-05:15:28:12,1
171,1481721331,2023-03-09:06:47:59,1
172,2683026884,2023-03-09:02:04:53,1
173,3245054372,2023-03-10:02:58:01,1
174,1481721331,2023-03-16:17:03:26,1
175,2683026884,2023-03-22:14:31:37,1
176,3245054372,2023-03-19:05:11:13,1
177,1481721331,2023-03-19:21:48:47,1
178,2683026884,2023-03-21:06:49:48,1
179,3245054372,2023-03-18:22:14:48,1
180,1481721331,2023-04-20:11:03:43,1
181,2683026884,2023-04-18:14:56:59,1
182,3245054372,2023-04-22:06:57:36,1
183,1481721331,2023-04-30:08:15:57,1
184,2683026884,2023-04-29:23:36:18,1
185,3245054372,2023-04-30:03:37:03,1
186,1481721331,2023-04-23:06:00:55,1
187,2683026884,2023-04-27:20:05:28,1
188,3245054372,2023-04-25:11:28:07,1
189,5405987926,2023-01-10:21:37:51,1
190,5405987926,2023-02-03:12:23:07,1
191,5405987926,2023-03-19:17:54:18,1
192,5405987926,2023-04-10:20:48:35,1
193,668901104,2023-04-09:02:33:01,1
194,1481721314,2023-04-11:17:53:03,1
195,8369348344,2023-04-09:06:05:55,1
196,3506541314,2023-04-14:06:47:11,1
197,668901122,2023-04-10:02:04:12,1
198,1236793260,2023-04-11:22:01:45,1
199,919338930,2023-04-11:06:39:12,1
200,919338930,2023-01-04:03:30:41,2
201,919390899,2023-01-01:12:18:28,2
202,4093997762,2023-01-06:05:14:31,2
203,9017287333,2023-01-07:20:21:27,2
204,919338930,2023-01-04:09:24:40,2
205,919390899,2023-01-04:02:04:49,2
206,4093997762,2023-01-03:22:01:14,2
207,9017287333,2023-01-07:10:10:23,2
208,919338930,2023-01-05:09:56:16,2
209,919390899,2023-01-06:16:43:46,2
210,4093997762,2023-01-02:08:59:59,2
211,9017287333,2023-01-02:08:46:12,2
212,919338930,2023-01-14:04:20:03,2
213,919390899,2023-01-15:13:10:39,2
214,4093997762,2023-01-10:17:18:02,2
215,9017287333,2023-01-15:10:25:11,2
216,919338930,2023-01-19:20:27:15,2
217,919390899,2023-01-17:10:34:28,2
218,4093997762,2023-01-19:07:43:38,2
219,9017287333,2023-01-20:23:57:08,2
220,919338930,2023-01-30:11:00:45,2
221,919390899,2023-01-28:20:04:02,2
222,4093997762,2023-01-26:17:53:35,2
223,9017287333,2023-01-31:00:15:33,2
224,919338930,2023-01-23:16:50:40,2
225,919390899,2023-01-29:11:22:54,2
226,4093997762,2023-01-23:07:48:45,2
227,9017287333,2023-01-28:17:31:06,2
228,919338930,2023-02-05:00:08:20,2
229,919390899,2023-02-02:15:13:28,2
230,4093997762,2023-02-06:04:59:07,2
231,9017287333,2023-02-04:01:54:56,2
232,919338930,2023-02-04:11:34:53,2
233,919390899,2023-02-01:01:55:15,2
234,4093997762,2023-02-04:12:45:25,2
235,9017287333,2023-02-05:13:04:16,2
236,919338930,2023-02-05:19:27:35,2
237,919390899,2023-02-02:20:07:02,2
238,4093997762,2023-02-01:22:47:14,2
239,9017287333,2023-02-05:01:33:34,2
240,919338930,2023-02-08:10:38:23,2
241,919390899,2023-02-11:07:32:22,2
242,4093997762,2023-02-11:09:44:34,2
243,9017287333,2023-02-12:17:26:18,2
244,919338930,2023-02-13:03:18:44,2
245,919390899,2023-02-09:16:18:47,2
246,4093997762,2023-02-13:05:34:51,2
247,9017287333,2023-02-09:11:44:15,2
248,919338930,2023-02-16:05:49:22,2
249,919390899,2023-02-17:15:39:27,2
250,4093997762,2023-02-19:21:33:53,2
251,9017287333,2023-02-18:09:51:36,2
252,919338930,2023-02-26:16:13:10,2
253,919390899,2023-02-28:08:52:40,2
254,4093997762,2023-02-24:06:25:47,2
255,9017287333,2023-02-27:10:16:48,2
256,919338930,2023-02-23:01:51:33,2
257,919390899,2023-02-26:07:49:23,2
258,4093997762,2023-02-22:03:55:10,2
259,9017287333,2023-02-24:19:10:01,2
260,919338930,2023-03-05:14:44:07,2
261,919390899,2023-03-06:06:19:22,2
262,4093997762,2023-03-08:13:18:02,2
263,9017287333,2023-03-05:17:26:52,2
264,919338930,2023-03-08:13:47:09,2
265,919390899,2023-03-07:21:38:30,2
266,4093997762,2023-03-07:14:15:10,2
267,9017287333,2023-03-01:05:50:16,2
268,919338930,2023-03-14:10:00:49,2
269,919390899,2023-03-14:14:15:04,2
270,4093997762,2023-03-15:03:41:23,2
271,9017287333,2023-03-10:08:06:44,2
272,919338930,2023-03-11:13:20:47,2
273,919390899,2023-03-14:04:00:47,2
274,4093997762,2023-03-14:09:19:45,2
275,9017287333,2023-03-09:09:42:19,2
276,919338930,2023-03-11:00:13:21,2
277,919390899,2023-03-14:11:10:53,2
278,4093997762,2023-03-10:04:05:08,2
279,9017287333,2023-03-10:02:54:03,2
280,919338930,2023-03-21:07:28:39,2
281,919390899,2023-03-20:08:55:03,2
282,4093997762,2023-03-21:16:12:08,2
283,9017287333,2023-03-22:03:40:39,2
284,919338930,2023-03-29:13:41:26,2
285,919390899,2023-03-31:07:16:06,2
286,4093997762,2023-03-29:01:23:13,2
287,9017287333,2023-03-30:07:26:03,2
288,919338930,2023-03-26:02:17:57,2
289,919390899,2023-03-31:12:36:32,2
290,4093997762,2023-03-31:09:48:33,2
291,9017287333,2023-03-27:02:51:56,2
292,919338930,2023-03-24:06:42:18,2
293,919390899,2023-03-25:19:42:38,2
294,4093997762,2023-03-26:08:39:34,2
295,9017287333,2023-03-30:16:56:42,2
296,919338930,2023-04-08:05:18:01,2
297,919390899,2023-04-07:09:13:03,2
298,4093997762,2023-04-05:14:02:35,2
299,9017287333,2023-04-04:10:13:15,2
300,919338930,2023-04-13:12:28:00,2
301,919390899,2023-04-12:16:09:38,2
302,4093997762,2023-04-10:10:30:03,2
303,9017287333,2023-04-13:05:23:43,2
304,919338930,2023-04-21:04:55:09,2
305,919390899,2023-04-16:05:41:01,2
306,4093997762,2023-04-20:15:32:27,2
307,9017287333,2023-04-20:02:35:03,2
308,919338930,2023-04-17:13:19:14,2
309,919390899,2023-04-19:04:00:23,2
310,4093997762,2023-04-22:02:16:07,2
311,9017287333,2023-04-16:18:00:05,2
312,919338930,2023-04-27:17:06:39,2
313,919390899,2023-04-26:08:34:49,2
314,4093997762,2023-04-25:23:15:52,2
315,9017287333,2023-04-26:11:10:43,2
316,919338930,2023-04-25:21:54:36,2
317,919390899,2023-04-25:02:10:21,2
318,4093997762,2023-04-26:23:07:22,2
319,9017287333,2023-04-24:19:37:18,2
320,919338930,2023-04-23:20:16:17,2
321,919390899,2023-04-27:00:00:21,2
322,4093997762,2023-04-25:01:33:22,2
323,9017287333,2023-04-30:21:53:02,2
324,1227587493,2023-01-08:13:36:45,2
325,1235384927,2023-01-02:15:53:08,2
326,1254086055,2023-01-04:04:06:13,2
327,8229460345,2023-01-04:17:05:14,2
328,8229497844,2023-01-01:18:53:53,2
329,1227587493,2023-01-06:08:35:01,2
330,1235384927,2023-01-01:20:40:49,2
331,1254086055,2023-01-03:13:01:39,2
332,8229460345,2023-01-05:18:09:29,2
333,8229497844,2023-01-05:09:15:18,2
334,1227587493,2023-01-11:18:31:58,2
335,1235384927,2023-01-13:18:10:01,2
336,1254086055,2023-01-10:04:12:22,2
337,8229460345,2023-01-09:17:02:22,2
338,8229497844,2023-01-15:10:59:53,2
339,1227587493,2023-01-20:20:39:50,2
340,1235384927,2023-01-21:05:16:35,2
341,1254086055,2023-01-16:19:40:55,2
342,8229460345,2023-01-22:22:05:04,2
343,8229497844,2023-01-22:03:42:06,2
344,1227587493,2023-01-20:01:06:19,2
345,1235384927,2023-01-17:18:20:20,2
346,1254086055,2023-01-16:16:40:06,2
347,8229460345,2023-01-17:04:32:39,2
348,8229497844,2023-01-22:02:04:23,2
349,1227587493,2023-02-04:19:20:41,2
350,1235384927,2023-02-03:11:25:19,2
351,1254086055,2023-02-06:05:25:15,2
352,8229460345,2023-02-01:18:07:31,2
353,8229497844,2023-02-01:18:37:29,2
354,1227587493,2023-02-24:11:03:33,2
355,1235384927,2023-02-27:21:35:53,2
356,1254086055,2023-02-21:17:37:39,2
357,8229460345,2023-02-22:07:59:12,2
358,8229497844,2023-02-28:21:16:55,2
359,1227587493,2023-03-11:17:45:14,2
360,1235384927,2023-03-12:19:56:56,2
361,1254086055,2023-03-09:23:47:18,2
362,8229460345,2023-03-10:02:27:31,2
363,8229497844,2023-03-14:17:35:04,2
364,1227587493,2023-03-20:22:04:59,2
365,1235384927,2023-03-20:22:17:35,2
366,1254086055,2023-03-19:15:47:17,2
367,8229460345,2023-03-22:12:34:17,2
368,8229497844,2023-03-20:22:15:24,2
369,1227587493,2023-03-22:10:33:38,2
370,1235384927,2023-03-18:17:37:55,2
371,1254086055,2023-03-21:20:21:33,2
372,8229460345,2023-03-19:13:12:20,2
373,8229497844,2023-03-20:04:04:31,2
374,1227587493,2023-04-04:12:59:15,2
375,1235384927,2023-04-07:13:34:23,2
376,1254086055,2023-04-05:08:24:56,2
377,8229460345,2023-04-06:18:23:09,2
378,8229497844,2023-04-08:13:54:26,2
379,1227587493,2023-04-06:22:21:20,2
380,1235384927,2023-04-03:19:59:42,2
381,1254086055,2023-04-04:03:51:09,2
382,8229460345,2023-04-06:14:06:07,2
383,8229497844,2023-04-05:08:46:47,2
384,1227587493,2023-04-12:02:19:32,2
385,1235384927,2023-04-13:03:57:10,2
386,1254086055,2023-04-13:06:46:31,2
387,8229460345,2023-04-13:03:20:06,2
388,8229497844,2023-04-12:05:16:07,2
389,1227587493,2023-04-28:10:38:41,2
390,1235384927,2023-04-23:15:58:34,2
391,1254086055,2023-04-29:14:08:29,2
392,8229460345,2023-04-27:18:08:01,2
393,8229497844,2023-04-26:07:32:58,2
394,1227587493,2023-04-27:23:57:50,2
395,1235384927,2023-04-29:04:53:17,2
396,1254086055,2023-04-24:16:32:10,2
397,8229460345,2023-04-29:14:11:14,2
398,8229497844,2023-04-29:00:20:50,2
399,280232499,2023-01-05:23:35:44,2
400,280232499,2023-02-14:06:26:23,2
401,280232499,2023-03-12:02:00:54,2
402,280232499,2023-04-03:05:57:02,2
403,6770639818,2023-01-27:21:19:26,2
404,6770639818,2023-02-02:11:58:56,2
405,6770639818,2023-03-16:14:52:29,2
406,6770639818,2023-04-04:08:51:44,2
407,1346030760,2023-01-22:05:18:48,2
408,1346030760,2023-02-11:23:12:42,2
409,1346030760,2023-03-15:06:26:48,2
410,1346030760,2023-04-18:09:09:27,2
411,10702378496,2023-01-19:15:10:21,2
412,3506541314,2023-01-16:05:22:32,2
413,9272346694,2023-01-21:06:08:05,2
414,4496338940,2023-01-19:08:45:20,2
415,280232499,2023-01-21:01:46:07,2
416,919390899,2023-01-16:20:35:47,2
417,4933514996,2023-01-16:02:21:49,2
418,1227587493,2023-01-01:15:54:26,3
419,1227587530,2023-01-04:09:34:33,3
420,1235384927,2023-01-06:09:54:38,3
421,1250747966,2023-01-02:21:09:06,3
422,1250748031,2023-01-05:02:28:49,3
423,1254086055,2023-01-08:02:09:41,3
424,1479752722,2023-01-08:06:04:00,3
425,3155435317,2023-01-08:23:43:41,3
426,8229497844,2023-01-02:08:35:10,3
427,8347091110,2023-01-08:20:17:53,3
428,8397911123,2023-01-03:09:22:52,3
429,10675471918,2023-01-07:20:30:13,3
430,1227587493,2023-01-04:22:29:48,3
431,1227587530,2023-01-01:13:52:03,3
432,1235384927,2023-01-05:10:01:42,3
433,1250747966,2023-01-03:08:48:36,3
434,1250748031,2023-01-06:19:08:37,3
435,1254086055,2023-01-01:18:38:14,3
436,1479752722,2023-01-08:23:49:24,3
437,3155435317,2023-01-08:00:14:49,3
438,8229497844,2023-01-03:11:35:13,3
439,8347091110,2023-01-02:22:32:38,3
440,8397911123,2023-01-04:08:57:39,3
441,10675471918,2023-01-06:08:50:21,3
442,1227587493,2023-01-11:01:30:18,3
443,1227587530,2023-01-10:19:42:50,3
444,1235384927,2023-01-15:14:07:44,3
445,1250747966,2023-01-15:18:51:11,3
446,1250748031,2023-01-09:17:03:09,3
447,1254086055,2023-01-14:14:56:30,3
448,1479752722,2023-01-13:02:13:58,3
449,3155435317,2023-01-09:10:14:27,3
450,8229497844,2023-01-09:19:04:00,3
451,8347091110,2023-01-10:22:50:50,3
452,8397911123,2023-01-14:06:01:31,3
453,10675471918,2023-01-09:14:39:52,3
454,1227587493,2023-01-14:07:29:07,3
455,1227587530,2023-01-12:21:30:15,3
456,1235384927,2023-01-13:11:30:16,3
457,1250747966,2023-01-11:11:42:45,3
458,1250748031,2023-01-10:03:30:17,3
459,1254086055,2023-01-09:15:35:32,3
460,1479752722,2023-01-14:18:42:49,3
461,3155435317,2023-01-10:08:53:40,3
462,8229497844,2023-01-09:11:07:54,3
463,8347091110,2023-01-12:20:28:53,3
464,8397911123,2023-01-15:13:36:37,3
465,10675471918,2023-01-13:23:34:15,3
466,1227587493,2023-01-21:23:21:51,3
467,1227587530,2023-01-20:04:00:01,3
468,1235384927,2023-01-22:04:52:42,3
469,1250747966,2023-01-18:05:01:17,3
470,1250748031,2023-01-17:18:47:01,3
471,1254086055,2023-01-18:12:47:01,3
472,1479752722,2023-01-19:23:31:25,3
473,3155435317,2023-01-20:02:25:07,3
474,8229497844,2023-01-21:06:57:13,3
475,8347091110,2023-01-19:03:25:30,3
476,8397911123,2023-01-17:08:12:15,3
477,10675471918,2023-01-22:09:26:07,3
478,1227587493,2023-01-23:19:21:00,3
479,1227587530,2023-01-27:10:12:07,3
480,1235384927,2023-01-30:15:52:34,3
481,1250747966,2023-01-29:03:43:08,3
482,1250748031,2023-01-29:17:42:02,3
483,1254086055,2023-01-24:21:31:18,3
484,1479752722,2023-01-23:18:35:28,3
485,3155435317,2023-01-24:12:39:56,3
486,8229497844,2023-01-31:20:19:30,3
487,8347091110,2023-01-25:09:27:29,3
488,8397911123,2023-01-25:11:28:22,3
489,10675471918,2023-01-28:15:45:24,3
490,1227587493,2023-01-26:02:10:06,3
491,1227587530,2023-01-27:16:24:40,3
492,1235384927,2023-01-26:23:09:39,3
493,1250747966,2023-01-26:20:02:30,3
494,1250748031,2023-01-28:02:26:44,3
495,1254086055,2023-01-31:07:49:52,3
496,1479752722,2023-01-24:02:09:03,3
497,3155435317,2023-01-25:19:30:58,3
498,8229497844,2023-01-26:09:35:40,3
499,8347091110,2023-01-23:09:29:29,3
500,8397911123,2023-01-23:04:27:22,3
501,10675471918,2023-01-24:05:24:21,3
502,1227587493,2023-01-26:14:40:59,3
503,1227587530,2023-01-29:06:37:24,3
504,1235384927,2023-01-27:09:37:31,3
505,1250747966,2023-01-23:15:22:59,3
506,1250748031,2023-01-24:10:43:45,3
507,1254086055,2023-01-25:03:33:10,3
508,1479752722,2023-01-28:13:07:38,3
509,3155435317,2023-01-25:01:31:10,3
510,8229497844,2023-01-30:01:18:06,3
511,8347091110,2023-01-30:23:54:22,3
512,8397911123,2023-01-25:04:34:44,3
513,10675471918,2023-01-26:19:26:58,3
514,1227587493,2023-02-04:22:34:59,3
515,1227587530,2023-02-03:16:38:21,3
516,1235384927,2023-02-02:04:03:22,3
517,1250747966,2023-02-06:19:14:24,3
518,1250748031,2023-02-02:15:12:07,3
519,1254086055,2023-02-03:07:56:29,3
520,1479752722,2023-02-05:09:41:18,3
521,3155435317,2023-02-04:13:51:40,3
522,8229497844,2023-02-06:08:36:35,3
523,8347091110,2023-02-06:11:28:34,3
524,8397911123,2023-02-06:02:31:21,3
525,10675471918,2023-02-04:02:16:20,3
526,1227587493,2023-02-05:07:25:36,3
527,1227587530,2023-02-03:17:45:20,3
528,1235384927,2023-02-04:23:39:00,3
529,1250747966,2023-02-01:15:12:57,3
530,1250748031,2023-02-04:19:25:51,3
531,1254086055,2023-02-04:15:52:26,3
532,1479752722,2023-02-01:12:09:12,3
533,3155435317,2023-02-02:03:05:24,3
534,8229497844,2023-02-06:06:16:20,3
535,8347091110,2023-02-05:19:34:05,3
536,8397911123,2023-02-03:06:11:28,3
537,10675471918,2023-02-05:16:48:01,3
538,1227587493,2023-02-03:05:31:46,3
539,1227587530,2023-02-01:05:22:30,3
540,1235384927,2023-02-05:11:15:08,3
541,1250747966,2023-02-02:04:35:26,3
542,1250748031,2023-02-03:02:13:49,3
543,1254086055,2023-02-04:23:08:55,3
544,1479752722,2023-02-01:15:10:07,3
545,3155435317,2023-02-02:20:13:18,3
546,8229497844,2023-02-05:02:24:11,3
547,8347091110,2023-02-01:05:46:49,3
548,8397911123,2023-02-06:03:15:03,3
549,10675471918,2023-02-05:18:58:27,3
550,1227587493,2023-02-08:01:48:28,3
551,1227587530,2023-02-09:12:49:25,3
552,1235384927,2023-02-09:17:31:15,3
553,1250747966,2023-02-11:15:32:02,3
554,1250748031,2023-02-07:11:55:20,3
555,1254086055,2023-02-11:09:43:07,3
556,1479752722,2023-02-12:05:04:40,3
557,3155435317,2023-02-11:11:26:39,3
558,8229497844,2023-02-08:23:59:48,3
559,8347091110,2023-02-09:10:13:49,3
560,8397911123,2023-02-08:22:11:57,3
561,10675471918,2023-02-08:22:27:52,3
562,1227587493,2023-02-13:18:14:04,3
563,1227587530,2023-02-10:03:16:10,3
564,1235384927,2023-02-08:17:32:58,3
565,1250747966,2023-02-10:08:04:35,3
566,1250748031,2023-02-13:17:17:17,3
567,1254086055,2023-02-10:08:02:34,3
568,1479752722,2023-02-10:21:11:41,3
569,3155435317,2023-02-13:05:22:25,3
570,8229497844,2023-02-08:05:14:44,3
571,8347091110,2023-02-12:04:49:07,3
572,8397911123,2023-02-13:11:10:46,3
573,10675471918,2023-02-13:15:39:06,3
574,1227587493,2023-02-16:18:06:18,3
575,1227587530,2023-02-17:18:29:23,3
576,1235384927,2023-02-19:17:02:54,3
577,1250747966,2023-02-14:09:04:41,3
578,1250748031,2023-02-16:00:06:49,3
579,1254086055,2023-02-18:19:05:51,3
580,1479752722,2023-02-20:05:33:51,3
581,3155435317,2023-02-17:06:20:51,3
582,8229497844,2023-02-17:20:20:25,3
583,8347091110,2023-02-18:08:00:32,3
584,8397911123,2023-02-17:23:05:29,3
585,10675471918,2023-02-20:09:43:31,3
586,1227587493,2023-02-14:15:03:24,3
587,1227587530,2023-02-14:10:56:58,3
588,1235384927,2023-02-20:18:47:28,3
589,1250747966,2023-02-17:01:13:39,3
590,1250748031,2023-02-16:04:19:01,3
591,1254086055,2023-02-20:14:15:27,3
592,1479752722,2023-02-15:16:39:43,3
593,3155435317,2023-02-17:18:21:39,3
594,8229497844,2023-02-17:01:35:49,3
595,8347091110,2023-02-14:06:55:02,3
596,8397911123,2023-02-18:17:01:09,3
597,10675471918,2023-02-19:15:17:36,3
598,1227587493,2023-02-17:13:28:22,3
599,1227587530,2023-02-15:12:07:51,3
600,1235384927,2023-02-16:18:18:49,3
601,1250747966,2023-02-15:02:43:06,3
602,1250748031,2023-02-17:22:53:26,3
603,1254086055,2023-02-15:04:48:20,3
604,1479752722,2023-02-16:08:09:12,3
605,3155435317,2023-02-17:07:28:40,3
606,8229497844,2023-02-15:11:54:12,3
607,8347091110,2023-02-18:10:25:07,3
608,8397911123,2023-02-17:14:39:14,3
609,10675471918,2023-02-15:19:08:58,3
610,1227587493,2023-02-25:00:26:48,3
611,1227587530,2023-02-24:18:07:47,3
612,1235384927,2023-02-28:08:20:59,3
613,1250747966,2023-02-25:16:31:11,3
614,1250748031,2023-02-28:09:43:33,3
615,1254086055,2023-02-24:09:11:24,3
616,1479752722,2023-02-25:19:01:26,3
617,3155435317,2023-02-26:01:13:42,3
618,8229497844,2023-02-28:03:13:31,3
619,8347091110,2023-02-23:22:57:24,3
620,8397911123,2023-02-21:23:16:18,3
621,10675471918,2023-02-26:21:04:42,3
622,1227587493,2023-03-05:18:07:58,3
623,1227587530,2023-03-01:14:31:34,3
624,1235384927,2023-03-07:17:07:11,3
625,1250747966,2023-03-08:08:20:41,3
626,1250748031,2023-03-07:10:12:44,3
627,1254086055,2023-03-08:14:17:00,3
628,1479752722,2023-03-01:05:37:18,3
629,3155435317,2023-03-04:00:06:20,3
630,8229497844,2023-03-03:16:06:11,3
631,8347091110,2023-03-06:02:08:20,3
632,8397911123,2023-03-07:18:06:38,3
633,10675471918,2023-03-03:18:43:24,3
634,1227587493,2023-03-10:22:50:04,3
635,1227587530,2023-03-10:03:57:06,3
636,1235384927,2023-03-09:15:04:48,3
637,1250747966,2023-03-14:20:56:06,3
